,Close,High,Open,Low
0,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
1,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
2,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
3,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
4,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
5,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
6,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
7,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
8,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
9,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
10,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
11,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
12,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
13,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
14,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
15,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
16,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
17,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
18,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
19,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
20,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
21,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
22,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
23,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
24,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
25,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
26,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
27,222.19097650264624,222.19097650264624,222.19097650264624,222.19097650264624
