,Close,High,Open,Low
0,263.702056599703,262.39115005125245,250.04126690584545,255.33173481195138
1,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
2,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
3,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
4,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
5,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
6,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
7,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
8,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
9,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
10,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
11,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
12,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
13,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
14,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
15,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
16,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
17,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
18,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
19,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
20,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
21,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
22,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
23,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
24,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
25,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
26,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
27,341.3621221537085,347.7882329487901,342.2148828150806,337.21938576066515
